"Date","AMD","JNPR","IR","IP","KBH","HRB","ADI","MMM","KLAC","AVP","A","CSCO","FDX","CB","NEM"
"11/08/2015",1.9,27.88,61.06,47.27,15.36,35.66,59.38,148.48,53.01,6.11,39.42,28.02,168.43,109.98,17.03
"12/08/2015",1.9,28.15,61.64,47.15,15.26,35.5,59.74,148.52,53.28,5.88,38.89,27.9,165.31,109.13,18.14
"13/08/2015",1.79,28.17,61.38,46.87,15.53,35.58,59,147.4,51.52,5.68,38.56,28.7,163.6,108.98,17.49
"14/08/2015",1.84,28.19,61.55,47.31,15.66,35.56,58.84,148.28,51.2,5.6,38.65,29.03,164.81,109.67,17.35
"17/08/2015",1.8,28.32,62.12,48.16,16.15,35.76,59.5,149.24,51.83,5.7,38.82,28.825,164.97,109.99,17.85
"18/08/2015",1.8,28.12,62.14,47.6,16.41,35.23,57.9,148.31,50.19,5.57,39.02,28.25,165.66,110.48,17.54
"19/08/2015",1.8,28.05,60.92,47.02,16.17,35.09,58.38,145.87,50.01,5.31,38.4,27.8,164.95,109.73,17.93
"20/08/2015",1.7,27.36,59.59,46.02,15.38,34.39,53.82,143.35,48.44,5.02,37.51,27.04,160.45,107.5,18.55
"21/08/2015",1.78,26.56,57.78,44.31,15.03,33.07,53.78,142.09,47.7,4.85,36.23,26.47,156.03,105.07,18.14
"24/08/2015",1.75,25.56,55.56,42.01,14.01,32.03,51.67,138.58,46.97,4.38,34.68,25.19,148.37,101.32,16.89
"25/08/2015",1.66,24.88,54.31,40.68,13.62,32.33,50.61,137.64,46.32,4.54,34.36,24.62,145.06,99.72,16.17
"26/08/2015",1.72,25.57,55.37,42.01,13.94,33.66,54.22,142.72,48.11,4.66,35.62,25.68,148.43,101.85,15.81
"27/08/2015",1.78,26,55.94,43.15,14.36,34.37,56.48,143.9,49.59,4.79,36.64,26.17,153.04,103.64,16.7
"28/08/2015",1.85,25.98,55.73,43.73,14.43,34.47,56.45,144.21,49.89,5.16,36.51,26,152.5,102.71,17.17
"31/08/2015",1.81,25.71,55.29,43.14,14.65,34.02,55.86,142.14,50.11,5.19,36.31,25.88,150.61,102.16,17.07
"01/09/2015",1.71,24.94,53.58,41.69,13.97,32.95,53.55,138.5,48.03,4.75,34.75,25.12,148.03,99.72,16.73
"02/09/2015",1.77,25.31,54.23,41.98,14.42,35.42,54.59,141.24,48.66,4.77,35.53,25.65,150.82,100.63,16.21
"03/09/2015",1.79,25.27,53.67,42.15,14.71,35.4,55.17,141.74,48.83,4.71,35.75,25.9,151.21,101.67,16.19
"04/09/2015",1.82,25.06,52.84,41.7,14.28,35.3,53.96,139.84,47.54,4.42,35.06,25.52,148.61,100.16,15.7
"08/09/2015",1.88,25.55,53.89,42.94,15.01,35.84,57.77,143.43,49.8,4.59,36.21,26.3,153.29,101.97,15.96
"09/09/2015",1.85,25.25,54.26,41.99,14.59,35.52,56.27,140.86,49.35,4.53,35.54,25.94,151.56,100.73,15.62
"10/09/2015",1.84,25.62,54.29,41.82,14.6,35.72,56.01,140.78,51.48,4.1,35.86,26.26,149.57,100.74,15.56
"11/09/2015",2.01,25.26,55,41.64,14.72,36.15,56.35,141.26,51.21,3.48,35.96,26.02,151.08,100.86,16.24
"14/09/2015",1.82,25.33,54.96,41.5,14.56,35.85,57.56,140.81,52.18,3.51,35.55,25.7,150.23,100.21,15.89
"15/09/2015",1.86,25.8,56.48,41.1,14.84,35.83,58.3,143.6,52.58,3.81,36.15,25.98,154,101.3,15.97
"16/09/2015",1.89,25.96,57.1,41.21,14.85,35.79,58.45,144.2,53.19,3.9,36.52,26.07,149.63,101.81,16.94
"17/09/2015",1.89,25.81,56.12,40.91,15.18,35.74,57.93,142.95,51.31,4.07,36.4,25.88,149.49,101.55,17.24
"18/09/2015",1.87,25.54,54.95,40.42,14.71,35.5,56.67,139.62,50.42,3.93,35.74,25.54,145.3,99.92,16.98
"21/09/2015",1.81,25.76,54.81,40.34,14.44,35.78,56.63,140.04,49.2,3.66,35.69,25.54,146.01,101.68,16.63
"22/09/2015",1.73,25.25,53.93,39.57,14.24,35.74,55.18,138.02,49.4,3.57,35.05,25.14,143.97,100.98,15.59
"23/09/2015",1.7,25.36,53.14,39.26,14.45,36.1,55.2,137.66,47.88,3.41,34.95,25.28,143.65,101.34,15.55
"24/09/2015",1.72,25.31,52.66,38.93,14.6,35.77,54,137.58,48.2,3.48,34.55,25.41,142.44,101.55,16.78
"25/09/2015",1.71,25.28,52.52,38.7,14.52,36.05,54.44,139.56,48.61,3.45,34.45,26.025,144.45,103.42,16.59
"28/09/2015",1.66,24.91,50.97,37.48,13.36,35.16,53.47,138.38,48.49,3.22,33.37,25.66,140.74,100.9,16.02
"29/09/2015",1.67,25.04,50.61,37.39,13.41,35.25,54.05,141.55,48.18,3.25,33.74,25.64,141.93,101.59,15.82
"30/09/2015",1.72,25.71,50.77,37.79,13.55,36.2,56.41,141.77,50,3.25,34.33,26.25,143.98,103.4,16.07
"01/10/2015",1.74,26.04,50.69,38.35,13.69,36.37,54.94,140.8,49.6,3.25,33.74,25.73,144.71,102.29,15.84
"02/10/2015",1.83,27.17,51.39,38.92,13.88,36.57,55.69,143.2,50.43,3.51,34.67,25.76,145.52,102.72,17.07
"05/10/2015",1.8,28.5,52.81,39.75,14.4,35.94,57.43,146.32,51.73,3.84,35.34,26.85,149.92,104.33,17.95
"06/10/2015",1.83,28.42,53.32,39.85,14.2,35.15,56.89,145.79,52.47,3.64,34.9,27.23,151.51,103.29,18.35
"07/10/2015",1.86,29.42,53.75,40.29,14.64,34.81,57.87,147.54,52.67,3.8,35.54,27.54,152.97,104.98,18.94
"08/10/2015",1.93,29.8,54.86,41.09,14.92,35.38,57.72,149.48,53.29,4.33,36.01,27.91,155.55,106.58,18.66
"09/10/2015",1.96,29.4,54.85,43.23,14.7,35.4,56.69,149.9,53.19,4.14,36.23,27.91,155.33,106.47,18.93
"12/10/2015",1.87,29.73,54.58,41.95,14.78,35.27,56.58,150.06,52.82,3.83,35.99,27.96,154.42,107.02,18.45
"13/10/2015",1.92,29.79,53.83,42.03,14.58,34.98,56.05,149.11,51.59,3.9,35.63,27.85,151.48,106.45,18.37
"14/10/2015",1.95,29.55,53.48,42.11,13.78,34.64,60.99,148.32,52.59,3.9,35.05,27.82,150.73,105.55,19.47
"15/10/2015",1.97,30,54.25,42.15,14.24,34.86,61.28,149.19,52.65,4.06,35.58,28.15,152.11,107.55,19.3
"16/10/2015",1.94,29.83,53.6,42.13,14.13,35.62,60.19,148.7,52.97,3.72,35.78,28.25,152.48,108.95,18.99
"19/10/2015",2.01,29.94,53.35,41.51,14.18,35.65,60.22,148,53.12,3.78,36.23,28.25,152.38,109.51,18.55
"20/10/2015",2.02,30.24,54.33,41.44,14.56,35.48,60.4,149.11,53.86,3.79,36.32,28.5,154,111.05,18.84
"21/10/2015",2.1,29.8,54.32,41.2,14.28,35.67,61.75,149.82,63.98,3.7,35.9,28.28,155.98,113.58,18.42
"22/10/2015",2.14,29.76,55.67,42.69,13.88,35.51,63.4,156,64.9,3.69,36.09,29.01,159.72,115.11,19.03
"23/10/2015",2.21,31.49,56.58,43.85,13.97,36.2,63.62,155.79,65.35,3.76,37.11,29.35,159.52,114.83,19.55
"26/10/2015",2.15,30.88,56.81,43.46,13.83,36.92,61.53,156.54,65.29,3.57,36.83,28.95,157.87,115.27,18.8
"27/10/2015",2.15,31.54,57.39,43.01,13.47,36.61,61.39,156.73,65.34,3.46,37.05,29.05,155.97,114.58,18.77
"28/10/2015",2.18,31.69,58.66,43.93,13.69,37.15,61.86,158.08,65.81,3.86,37.52,29.36,155.27,115.29,19.15
"29/10/2015",2.13,31.19,58.98,42.98,12.87,37.16,59.98,157.61,66.32,3.86,37.7,29.14,156.39,115.28,19.89
"30/10/2015",2.12,31.39,59.26,42.69,13.1,37.26,60.12,157.21,67.12,4.03,37.76,28.85,156.05,113.54,19.46
"02/11/2015",2.19,31.74,60.21,43.42,13.33,37.4,60.34,159.92,66.55,4.15,38.59,28.77,158.95,114.07,19.63
"03/11/2015",2.28,32.23,59.81,42.78,13.34,36.9,60.66,158.75,66.5,4.31,38.27,28.61,159.12,113.64,19.22
"04/11/2015",2.2,31.62,59.54,42.51,13.24,36.81,60.49,158.91,66.83,3.45,38.34,28.47,159,112.96,19.01
"05/11/2015",2.2,31.4,59.91,42.04,13.11,37.33,60.36,158.99,67,3.14,38.3,28.43,160.27,113.53,17.5
"06/11/2015",2.15,31.71,60.05,42.55,13.27,37.21,61.7,159.26,66.85,3.19,38.14,28.45,162.38,113.03,17.54
"09/11/2015",2.11,29.24,59.15,42.11,12.77,36.74,60.96,157.47,66.92,3.05,37.92,28.18,160.55,112.52,17.86
"10/11/2015",2.02,29.61,58.87,41.95,13.35,37.13,59.97,157.59,66.76,3.16,37.98,27.98,161.5,113.55,17.46
"11/11/2015",2.07,29.56,58.84,42.32,13.52,36.78,59.9,159.05,66.9,3.09,37.66,27.82,161.03,113.37,17.79
"12/11/2015",2,29.65,57.06,40.24,13.07,36.49,59.46,156.3,65.86,2.66,37.49,27.83,158.79,111.43,17.33
"13/11/2015",1.99,28.71,56.86,40.19,12.96,35.68,58.13,155.65,65.68,2.5,36.77,26.21,158.11,111.85,17.5
"16/11/2015",1.99,29.21,57.7,39.99,13.23,36.47,58.48,158.21,66.35,2.58,37.33,26.79,161.27,113.76,17.63
"17/11/2015",1.98,29.52,57.25,39.87,13.15,36.42,59.3,157.03,66.69,2.57,38.38,26.81,161.41,113.48,16.88
"18/11/2015",2.12,29.96,58.03,41.06,13.45,36.74,60.74,157.39,67.1,2.64,39.34,27.12,162.81,115.34,17.63
"19/11/2015",2.14,30.2,58.67,41.26,13.55,36.47,59.77,158.38,66.9,2.66,38.5,27.37,163.35,115.57,18.05
"20/11/2015",2.22,30.46,58.7,41.22,13.65,37.02,59.42,158.95,67.02,2.72,39.28,27.57,164.14,116.48,17.68
"23/11/2015",2.22,30.64,58.41,41.19,13.61,37.1,56.8,158.65,66.66,2.85,40.03,27.43,163.44,116.04,17.56
"24/11/2015",2.34,30.43,58.5,41.83,13.78,36.61,60.42,157.75,66.46,3.34,40.67,27.27,163.19,115.56,18
"25/11/2015",2.38,30.41,58.51,41.64,14.03,36.94,60.25,157.63,66.37,3.33,41.34,27.24,162.4,115.05,17.91
"27/11/2015",2.33,30.27,58.53,41.85,14.01,36.73,60.45,157.99,66.54,3.45,41.97,27.32,164.09,115.06,17.39
"30/11/2015",2.36,30.13,58.67,41.83,14.09,36.69,61.63,156.58,66.47,3.45,41.82,27.25,158.54,114.85,18.41
"01/12/2015",2.34,30.43,58.98,41.22,14.42,37.22,61.57,156.9,67.9,3.49,41.06,27.57,160.45,116.13,18.39
"02/12/2015",2.27,30.29,58.04,40.07,13.98,36.93,60.74,155.7,67.72,3.73,40.42,27.44,157.87,115.38,17.85
"03/12/2015",2.23,29.31,57.64,39.61,13.62,36.68,59.05,154.38,66.61,3.99,40.15,26.95,153.63,113.77,18.73
"04/12/2015",2.28,29.8,58.43,40.23,13.78,37.09,59.21,158.22,67.57,4.22,41.1,27.48,155.47,117.66,20.46
"07/12/2015",2.355,29.83,57.25,39.78,13.62,36.89,58.5,157.75,67.48,4.5,40.7,27.49,152.57,117.13,19.75
"08/12/2015",2.39,29.77,55.36,39.3,13.15,34.31,58.02,156.79,68.73,4.13,41.17,27.15,148.39,115.95,19.38
"09/12/2015",2.35,29.03,54.95,39.4,12.85,32.66,56.65,156.05,67.58,4.23,40.98,26.73,147.05,114.89,19.6
"10/12/2015",2.45,28.86,54.89,38.76,12.99,33.17,57.15,157.52,68.49,4.28,41.25,26.77,148.49,114.73,19.43
"11/12/2015",2.36,28.62,54.56,38.13,12.8,32.25,56.93,154.83,67.87,4,40.19,26.16,144.26,113.08,19.13
"14/12/2015",2.34,28.77,54.16,37.57,12.39,32.82,56.82,157.63,67.63,3.89,40.25,26.49,143.69,114.1,18.35
"15/12/2015",2.36,29.18,53.5,38.16,12.42,32.64,56.55,148.13,68.88,3.94,40.81,26.85,144.69,115.8,18.4
"16/12/2015",2.54,29.4,54.36,38.58,12.84,33.54,57.53,149.95,69.075,4.09,41.43,27.235,148.83,116.9,19.08
"17/12/2015",2.56,29.11,53.42,37.72,12.35,33.68,56.12,148.85,68.05,4.03,40.78,26.72,151.84,115.6,17.61
"18/12/2015",2.45,28.68,52.62,36.8,12.14,33.22,55.17,146.92,66.86,3.87,40.1,26.27,147.15,113.69,17.71
"21/12/2015",2.53,27.25,53.14,37.3,12.25,33.23,55.83,147.48,68.37,4,40.83,26.635,145.75,115.24,17.65
"22/12/2015",2.77,27.51,54.23,37.65,12.4,33.33,56.015,148.97,69.08,4.02,41.22,26.89,148.41,117.23,17.8
"23/12/2015",2.83,27.65,55.64,38.33,12.64,33.48,56.48,151.16,69.25,4.26,41.77,27.4,150.72,117.98,18.14
"24/12/2015",2.92,27.62,55.63,38.52,12.74,33.33,56.8,151.19,69.51,4.15,42.14,27.38,149.65,118.19,18.54
"28/12/2015",3,27.71,55.51,38.12,12.57,33.44,56.45,151.22,69.4,4.11,41.78,27.31,148.41,118.26,17.91
"29/12/2015",3,28.04,56.23,38.65,12.65,33.5,57.31,152.89,69.9,4.25,42.36,27.77,149.24,119.47,18.03
"30/12/2015",2.98,27.71,55.83,38.2,12.49,33.42,56.55,151.91,69.69,4.08,42.17,27.53,149.18,118.2,17.77
"31/12/2015",2.87,27.6,55.29,37.7,12.33,33.31,55.32,150.64,69.35,4.05,41.81,27.155,148.99,116.85,17.99
"04/01/2016",2.77,27.41,55.14,37.67,12.04,32.95,54.44,146.82,68.69,4.06,40.69,26.41,143.43,113.73,18.44
"05/01/2016",2.75,27.55,54.55,37.99,12.24,33.25,54.04,147.46,68.74,3.66,40.55,26.29,144.65,114.88,18.42
"06/01/2016",2.505,26.78,53.39,37.39,11.79,33.01,51.74,144.49,66.58,3.43,40.73,26.01,140.77,112.74,18.56
"07/01/2016",2.275,26.09,51.8,36.29,10.05,32.72,50.42,140.97,65.94,3,39,25.41,134.59,111.58,18.86
"08/01/2016",2.14,25.72,51.31,35.9,10.08,32.29,49.98,140.49,65.24,2.79,38.59,24.78,134.71,109.96,18.01
"11/01/2016",2.34,26.01,51.48,36.4,10.43,32.39,51.17,140.46,65.51,2.64,37.94,25.27,132.97,110.29,17.01
"12/01/2016",2.39,26.25,52.32,36.35,10.5,32.32,51.65,140.86,65.75,2.51,38.19,25.35,134.71,112.1,17.01
"13/01/2016",2.25,25.66,51.39,36.05,10.19,31.55,50.1,138.72,64.78,2.51,36.86,24.6,130.29,110.06,17.48
"14/01/2016",2.21,26.16,52.06,36.54,10.46,32.33,50.5,141.18,66.66,2.68,37.61,24.66,131.7,111.02,17.27
"15/01/2016",2.03,25.74,51.74,36.42,10.35,31.87,49.82,138.69,64.55,2.5,37.11,23.62,126.92,109.38,17.7
"19/01/2016",1.95,25.74,50.58,35.64,9.87,31.92,49.39,138.39,64.32,2.38,37.2,23.85,127.2,110.87,16.31
"20/01/2016",1.8,25.59,48.92,35.29,9.82,32.13,50.58,136.96,65.06,2.43,37.26,22.9,123.18,110.69,16.56
"21/01/2016",2.09,25.64,48.83,35.46,9.9,32.26,50.53,137.76,64.63,2.62,37.23,22.9,123.57,109.43,16.69
"22/01/2016",2.02,26.12,50.46,36.45,10.41,32.69,51.38,139.52,65.09,2.59,37.98,23.37,127.56,110.04,16.68
"25/01/2016",2.12,26.19,48.82,32.58,10,32.47,51.05,137.57,64.65,2.61,37.61,23.17,126.04,108,17.67
"26/01/2016",2.07,26.65,50.59,32.87,10.41,32.83,51.29,144.78,65.14,2.78,37.51,23.72,127.28,108.58,18.5
"27/01/2016",2.13,26.54,50.02,32.91,10.49,32.73,51.28,145.55,64.43,2.83,37.05,23.43,128.25,108.1,19.44
"28/01/2016",2.08,22.46,49.95,32.65,10.51,32.99,51.76,147.32,65.45,2.93,36.11,23.105,128.22,109.52,19.53
"29/01/2016",2.2,23.6,51.47,34.21,10.86,34.05,53.86,151,66.99,3.39,37.65,23.79,132.88,113.07,19.96
"01/02/2016",2.14,24.33,50.91,34.09,10.66,34.47,53.17,148.73,67.12,3.2,37.69,23.48,132.31,113.28,20.55
"02/02/2016",1.99,24,48.8,33.86,10.5,34.05,51.34,147.87,66.16,3.01,37.07,22.83,130.15,112.47,20.07
"03/02/2016",2.07,23.92,49.95,34.17,10.5,34.07,51.38,152.52,66.8,3.04,37.19,23.1,130.98,112.83,22.34
"04/02/2016",2.09,23.73,51.3,35.07,10.77,34.62,51.67,153.44,66.88,3.33,37.42,23.54,134.21,113.22,23.38
"05/02/2016",1.98,22.9,51.34,34.97,10.46,34.98,49.82,153.47,65.51,3.23,36.04,22.89,131.91,112.25,24.41
"08/02/2016",1.93,21.97,49.46,34.36,10.02,34.5,49.16,153.9,64.14,3.31,34.8,22.93,130.33,108.89,25.19
"09/02/2016",1.9,21.99,50.15,35.13,9.76,34.18,49.31,154.74,63.96,3.43,35.37,22.65,129.77,110.58,24.3
"10/02/2016",1.84,21.62,49.55,34.78,10.01,34.02,48.96,152.45,64.13,3.25,35.85,22.51,127.64,111.69,24.31
"11/02/2016",1.86,21.7,48.99,33.12,9.58,33.16,48.84,150.67,62.88,2.63,35.33,24.68,124.42,110.84,25.04
"12/02/2016",1.83,21.84,51.32,34.16,10.21,33.72,49.64,153.96,63.79,3.17,36.22,25.11,128.6,114.31,25.78
"16/02/2016",1.83,23.21,51.74,35.1,10.74,34.59,52.07,155.53,64.74,3.37,37.08,25.84,132.11,115.67,24.56
"17/02/2016",1.9,23.57,52.45,35.58,10.92,34.68,52.73,156.62,65.57,3.92,37.87,26.46,133.09,116.91,24.84
"18/02/2016",1.91,24,52.1,35.32,10.93,34.2,52.04,156.78,64.85,3.86,37.19,26.43,131.33,116.36,25.07
"19/02/2016",1.91,24.57,52.02,34.01,10.76,33.96,52.1,156.45,65.69,3.52,37.44,26.55,129.76,115.67,24.84
"22/02/2016",2.01,24.78,53.7,34.35,11.17,34.03,52.61,157.7,66.14,3.73,38.03,26.63,135.39,117.09,25.12
"23/02/2016",1.97,24.56,53.42,34.19,11.2,33.65,51.46,156.17,65.68,3.73,37.17,26.12,133.81,115.7,25.39
"24/02/2016",2.02,24.84,55.45,34.71,11.64,33.49,51.81,157.22,66.34,3.76,37.48,26.32,133.49,116.18,25.58
"25/02/2016",2.03,24.96,56.49,34.79,11.87,33.71,52.99,158.99,67.45,3.74,37.63,26.6,135.98,118.39,25.85
"26/02/2016",2.07,24.6,56.55,35.24,12.05,33.73,53.44,158.27,67.97,3.73,37.59,26.41,137.38,117.51,25.35
"29/02/2016",2.14,24.7,55.56,35.7,12.2,32.88,52.99,156.87,67.74,3.81,37.35,26.18,136.88,115.53,25.83
"01/03/2016",2.18,24.93,57.1,36.64,12.61,32.81,54.7,159.59,68.98,3.73,38.59,26.83,141.38,117.71,25.39
"02/03/2016",2.32,24.94,57.23,36.78,13.07,32.59,55.41,159.41,68.42,3.75,39.04,26.9,142.27,118.36,26.24
"03/03/2016",2.46,24.9,57.57,38.31,13.35,32.9,55.47,159.38,68.7,4.05,39.2,26.87,143.86,117.84,26.82
"04/03/2016",2.37,25.25,57.43,38.73,13.24,27.76,55.78,160.07,68.31,4.16,39.34,26.8,143.91,117.18,26.11
"07/03/2016",2.47,25.19,58.31,38.92,13.48,28.11,56.49,160.57,68.84,4.23,39.43,27.14,145.08,117.35,26.53
"08/03/2016",2.3,25.03,57.2,37.83,13,27.88,55.34,160.2,67.73,3.96,38.09,27.05,142.53,116.28,25.89
"09/03/2016",2.26,25.23,57.31,38.55,13.28,27.41,54.93,160.09,68.06,3.96,38.13,27.61,141.98,117.78,26.14
"10/03/2016",2.26,25.31,57.41,39.25,13.14,28.07,55.12,159.89,68.7,4.22,37.98,27.38,141.61,117.6,27.35
"11/03/2016",2.52,26.21,58.79,39.9,13.46,28.17,55.94,161.88,69.22,4.2,39.23,27.86,144.42,119.95,26.68
"14/03/2016",2.72,25.9,59.1,40.01,13.29,27.92,55.67,161.81,69.56,4.38,39.02,27.7,143.84,119.74,26.13
"15/03/2016",2.49,25.71,58.64,39.47,13.15,27.23,56.11,162.41,69.68,4.02,38.29,27.66,143.07,119.5,26.37
"16/03/2016",2.63,25.7,59.22,40.39,13.41,27.09,56.86,162.89,70.15,4.12,38.98,27.88,144.27,119.45,27.55
"17/03/2016",2.8,26.33,61,41.27,13.54,27.01,57.87,163.75,70.86,4.4,39.29,28.19,161.34,120.99,27.46
"18/03/2016",2.93,26.39,61.69,40.94,13.72,27.37,59.01,165.33,71.18,4.79,40.19,28.33,163.71,122.47,27.79
"21/03/2016",2.8,25.8,61.95,41.46,13.59,27.58,58.85,164.84,71.26,4.73,39.65,28.19,164.54,121.39,27.79
"22/03/2016",2.79,25.93,61.57,41.28,13.62,26.97,58.52,164.91,71.44,4.53,39.88,28.28,163.42,120.12,27.39
"23/03/2016",2.68,25.64,61.41,40.71,13.1,26.99,58.33,164.27,71,4.38,39.47,27.83,162.63,119.58,24.98
"24/03/2016",2.79,25.36,61.28,40.79,13.93,26.61,58.64,164.46,70.8,4.28,39.43,27.96,162.65,119.61,25.4
"28/03/2016",2.78,25.45,61.28,40.86,13.8,26.42,58.32,166.28,70.86,4.64,39.52,27.9,162.19,119.22,25.7
"29/03/2016",2.86,25.66,62.07,41.34,13.82,26.72,58.8,164.39,72.36,4.63,40.16,28.1,162.99,119.42,26.95
"30/03/2016",2.86,25.51,62.07,41,13.63,26.41,59.11,166.75,72.56,4.7,40.12,28.46,161.57,119.74,26.75
"31/03/2016",2.85,25.51,62.01,41.04,14.28,26.42,59.19,166.63,72.81,4.81,39.85,28.47,162.72,119.15,26.58
"01/04/2016",2.83,25.56,62.08,40.97,14.1,26.23,58.98,167.53,73.05,4.76,40.31,28.69,163.67,120.85,26.62
"04/04/2016",2.83,25.19,61.43,40.56,13.81,26.33,58.76,166.4,72.83,4.85,40.01,28.14,163.8,120.59,26.3
"05/04/2016",2.76,25.23,60.15,39.87,13.97,25.42,58.48,165.81,72.37,4.81,39.26,27.58,161.94,117.95,27.3
"06/04/2016",2.8,25.49,59.88,40.2,14.21,25.42,59.16,166.81,72.74,4.85,40.24,28,162.77,119.19,27.74
"07/04/2016",2.64,24.94,59.6,39.6,14.45,24.76,58.36,167.16,72.11,4.59,39.47,27.6,161.28,117.63,27.96
"08/04/2016",2.74,24.93,60.35,40.22,14.49,24.35,58.8,166.63,72.07,4.52,39.54,27.69,163.42,118.81,29.1
"11/04/2016",2.76,24.89,60.65,40.18,14.36,23.99,58.6,166.59,72.17,4.85,39.41,27.62,163.05,118.57,31.11
"12/04/2016",2.81,23.06,61.45,40.52,14.33,24.21,58.8,168.03,72.15,5.01,39.75,27.64,165.11,119.43,30.63
"13/04/2016",2.8,23.82,63.33,41.32,14.74,25.01,59.8,168.59,72.9,5,40.69,28.23,167.22,120.51,29.48
"14/04/2016",2.72,23.57,63.68,40.99,14.65,24.02,59.44,168.16,72.49,4.99,40.78,28.25,165.7,120.34,28.68
"15/04/2016",2.7,23.64,63.77,41.72,14.71,23.87,58.66,168.78,72.53,5.01,40.91,27.9,165.9,120.56,29.37
"18/04/2016",2.76,23.6,63.9,42.02,14.64,24.15,58.7,169.55,72.75,4.99,41.31,28.19,167.13,122.02,29.46
"19/04/2016",2.62,23.47,63.88,42.92,14.58,24,58.23,169.65,73.12,4.96,41.4,28.33,168.27,122.02,30.91
"20/04/2016",2.7,23.26,63.62,42.55,14.77,23.77,59.18,168.94,72.97,4.99,41.52,28.44,167.4,122.59,30.45
"21/04/2016",2.62,23.38,63.53,42.57,14.61,23.76,58.81,168.66,71.99,4.81,41.93,28.24,165.57,118.07,32.19
"22/04/2016",3.99,23.75,64.44,43.36,14.4,23.83,58.48,168.66,71.9,4.88,41.8,28.15,166.32,119.3,31.23
"25/04/2016",3.45,23.54,64.03,42.85,14.14,24.04,58.43,168.38,71.59,4.82,41.63,28.23,165.56,119.05,31.11
"26/04/2016",3.66,23.55,65.39,43.37,14.26,23.82,59.33,166.18,71.84,4.76,41.32,28.45,167.11,118.76,31.97
"27/04/2016",3.73,23.81,66.06,44.18,14.51,20.59,59.64,167.76,72.23,4.81,41.58,28.64,167.56,118.4,32.1
"28/04/2016",3.61,23.41,65.33,43.57,13.64,21.01,57.86,167,70.82,4.65,41.18,27.96,165.66,117.19,32.99
"29/04/2016",3.55,23.4,65.54,43.27,13.57,20.24,56.32,167.38,69.94,4.71,40.92,27.49,165.11,117.86,34.97
"02/05/2016",3.74,23.35,66.14,43.46,13.8,20.22,57.01,168.34,70.07,4.73,41.71,27.37,167.59,118.95,34.34
"03/05/2016",3.6,22.71,66,42.18,13.39,20.29,56.23,167.97,69.63,4.32,41.24,26.86,164.79,118.26,33.83
"04/05/2016",3.6,22.52,64.85,41.77,13.14,20.21,55.83,167.16,69.1,4.3,40.52,26.44,165.25,117.82,32.35
"05/05/2016",3.66,22.34,64.85,41.5,12.98,20.03,55.69,167.77,69.39,4.19,40.96,26.21,160.37,122.46,32.86
"06/05/2016",3.68,22.67,65.53,42.1,12.94,19.7,55.47,168.89,69.36,4.17,41.43,26.53,161.03,122.35,34.13
"09/05/2016",3.65,22.71,65.25,42.52,13.07,19.85,55.23,168.52,69.14,4.09,41.33,26.51,162.29,122.9,31.83
"10/05/2016",3.64,23.15,66.34,43.09,13.13,20.01,56.1,170.26,69.85,4.32,42,27.03,163.25,125.22,33.03
"11/05/2016",3.65,22.85,65.94,42.81,12.86,19.46,55.75,169.77,69.7,4.23,42.46,26.7,161.29,123.76,33.88
"12/05/2016",3.59,22.75,65.92,42.6,12.82,19.52,54.9,170.15,68.82,4.21,42.73,26.67,159.37,125.38,33.21
"13/05/2016",3.67,22.75,65.59,41.97,12.61,19.81,54.72,168.32,68.6,4.01,42.62,26.53,157.76,125.12,34.07
"16/05/2016",3.79,23.01,66.33,42.21,12.7,19.98,55.43,169.55,67.9,4.03,42.94,26.97,158.59,125.29,35.42
"17/05/2016",3.79,22.6,65.63,41.19,12.76,20.44,55.37,167.81,67.77,4.03,44.41,26.65,158.69,124.06,35.55
"18/05/2016",3.84,22.49,65.2,40.29,12.65,20.42,55.82,166.82,68.21,3.89,44.32,26.72,159.49,125.62,33.52
"19/05/2016",3.77,22.37,64.01,40.26,12.66,20.16,55.7,165.11,67.88,3.78,44.56,27.57,159.11,124.85,34.14
"20/05/2016",3.87,22.73,64.2,40.43,12.92,20.57,56.54,165.01,69.59,3.81,44.89,27.97,161.63,125.75,33.73
"23/05/2016",4.04,22.49,64.58,40.93,12.73,20.05,56.76,166.11,69.75,3.76,44.57,27.94,162.04,125.88,33.83
"24/05/2016",4.2,22.9,65.55,41.42,13.68,20.38,58.22,168.63,70.99,3.73,45.03,28.47,164.38,127.06,31.74
"25/05/2016",4.18,23.06,66.29,42.13,13.55,20.53,58.27,169.99,71.73,3.92,45.42,28.92,164.22,127.17,32.38
"26/05/2016",4.35,22.99,66.28,41.84,13.64,20.71,58.29,168.91,71.92,3.84,45.51,28.9,163.4,126.37,32.45
"27/05/2016",4.6,23.03,66.48,42.09,13.79,20.97,58.44,168.89,72.99,3.86,45.82,28.92,164.47,127.22,31.96
"31/05/2016",4.57,23.41,66.81,42.16,13.94,21.36,58.5,168.32,72.93,3.9,45.89,29.05,164.97,126.61,32.41
"01/06/2016",4.43,23.23,66.5,42.11,14.03,21.58,58.65,168.69,73.13,3.96,45.95,28.9,164.7,127.33,32.66
"02/06/2016",4.24,23.46,66.57,42.9,14.09,21.72,58.28,168.04,73.27,4.01,45.9,29.08,164.8,127.81,32.35
"03/06/2016",4.16,23.34,65.8,42.93,14.09,21.66,58.11,168.38,73.1,4.2,45.72,29.13,163.82,127.56,35.4
